# sss file
0 0
-0.13281282706445563 0.15026611958439895
-0.18288154980317642 0.217788134843063
-0.21938557873537703 0.27174545629520697
-0.24888752416844123 0.3187006942482144
-0.27392719799166304 0.36119366059137953
-0.295806143713131 0.4005258988327908
-0.3152969584979268 0.43747000613752984
-0.3329026715008886 0.4725290116604349
-0.3489724486051249 0.5060520812846145
-0.3637603491965461 0.5382932743959791
-0.3774580484123782 0.5694442661317545
-0.390214371221236 0.5996538814605554
-0.40214760486645923 0.6290404076257221
-0.4133536066747849 0.657699701953991
-0.42391133908049705 0.6857107268796464
-0.43388676426355055 0.7131394445826432
-0.4433356560070262 0.7400416288460622
-0.4523056753513055 0.7664649407102848
-0.4608379327012796 0.7924504905802022
-0.4689681835938513 0.8180340339927172
-0.4602415373338796 0.8267606802526889
-0.45151489107390796 0.8354873265126606
-0.4427882448139363 0.8442139727726322
-0.43406159855396464 0.8529406190326039
-0.425334952293993 0.8616672652925755
-0.4166083060340213 0.8703939115525472
-0.40788165977404967 0.8791205578125189
-0.399155013514078 0.8878472040724905
-0.39042836725410635 0.8965738503324622
-0.3817017209941347 0.9053004965924338
-0.372975074734163 0.9140271428524055
-0.36424842847419137 0.9227537891123772
-0.3555217822142197 0.9314804353723488
-0.34679513595424805 0.9402070816323205
-0.3380684896942764 0.9489337278922921
-0.3293418434343047 0.9576603741522638
-0.32061519717433307 0.9663870204122355
-0.3118885509143614 0.9751136666722071
-0.30316190465438975 0.9838403129321788
-0.2944352583944181 0.9925669591921504
-0.2857086121344464 1.0012936054521222
-0.27698196587447477 1.0100202517120938
-0.2682553196145031 1.0187468979720653
-0.25952867335453145 1.027473544232037
-0.2508020270945598 1.0362001904920088
-0.24207538083458813 1.0449268367519804
-0.23334873457461647 1.053653483011952
-0.2246220883146448 1.0623801292719237
-0.21589544205467315 1.0711067755318955
-0.2071687957947015 1.079833421791867
-0.19844214953472983 1.0885600680518386
-0.18971550327475817 1.0972867143118104
-0.1809888570147865 1.1060133605717821
-0.17226221075481485 1.1147400068317537
-0.1635355644948432 1.1234666530917252
-0.15480891823487153 1.132193299351697
-0.14608227197489987 1.1409199456116688
-0.1373556257149282 1.1496465918716403
-0.12862897945495655 1.1583732381316119
-0.11990233319498489 1.1670998843915836
-0.11117568693501323 1.1758265306515554
-0.10244904067504157 1.184553176911527
-0.09372239441506991 1.1932798231714985
-0.08499574815509825 1.2020064694314703
-0.07626910189512659 1.210733115691442
-0.06754245563515493 1.2194597619514136
-0.05881580937518327 1.2281864082113851
-0.05008916311521161 1.236913054471357
-0.04136251685523995 1.2456397007313287
-0.03263587059526829 1.2543663469913002
-0.02390922433529663 1.2630929932512718
-0.01518257807532497 1.2718196395112435
-0.006455931815353311 1.2805462857712153
0.002270714444618349 1.2892729320311869
0.010997360704590009 1.2979995782911584
0.01972400696456167 1.3067262245511302
0.02845065322453333 1.315452870811102
0.03717729948450499 1.3241795170710735
0.04590394574447665 1.332906163331045
0.05463059200444831 1.3416328095910168
0.06335723826441997 1.3503594558509886
0.07208388452439163 1.3590861021109601
0.08081053078436329 1.3678127483709317
0.08953717704433495 1.3765393946309035
0.09826382330430661 1.3852660408908752
0.10699046956427827 1.3939926871508468
0.11571711582424993 1.4027193334108183
0.12444376208422159 1.41144597967079
0.13317040834419325 1.4201726259307619
0.1418970546041649 1.4288992721907334
0.15062370086413657 1.437625918450705
0.15935034712410823 1.4463525647106767
0.1680769933840799 1.4550792109706485
0.17680363964405155 1.46380585723062
0.1855302859040232 1.4725325034905916
0.19425693216399487 1.4812591497505634
0.20298357842396653 1.4899857960105352
0.2117102246839382 1.4987124422705067
0.22043687094390985 1.5074390885304783
0.2291635172038815 1.51616573479045
0.23789016346385317 1.5248923810504218
0.24661680972382483 1.5336190273103933
0.2553434559837965 1.542345673570365
0.26407010224376815 1.5510723198303367
0.2727967485037398 1.5597989660903084
0.28152339476371147 1.56852561235028
0.2902500410236831 1.5772522586102515
0.2989766872836548 1.5859789048702233
0.30770333354362644 1.594705551130195
0.3164299798035981 1.6034321973901666
0.32515662606356976 1.6121588436501382
