# sss file
-0.31756 0.63512
5.83305 0.63512
4.63942 3.02237
5.83305 0.63512
6.78610 0.63512
5.55163 3.10406
6.78610 0.63512
0.78300 0.63512
-0.42115 3.04341
0.78300 0.63512
9.53542 0.63512
8.32006 3.06584
9.53542 0.63512
4.31793 0.63512
3.12934 3.01231
4.31793 0.63512
1.31173 0.63512
0.09068 3.07723
1.31173 0.63512
12.25188 0.63512
11.07761 2.98366
12.25188 0.63512
1.84884 0.63512
0.61039 3.11204
1.84884 0.63512
6.09363 0.63512
4.98551 2.85135
6.09363 0.63512
4.95206 0.63512
3.78286 2.97353
4.95206 0.63512
2.22130 0.63512
1.11118 2.85535
2.22130 0.63512
6.18880 0.63512
4.97813 3.05645
6.18880 0.63512
5.43440 0.63512
4.27703 2.94987
5.43440 0.63512
5.33162 0.63512
4.17949 2.93939
5.33162 0.63512
5.22945 0.63512
4.12316 2.84771
5.22945 0.63512
8.70114 0.63512
7.51130 3.01481
8.70114 0.63512
1.78178 0.63512
0.62672 2.94524
1.78178 0.63512
5.84476 0.63512
4.63573 3.05317
5.84476 0.63512
1.35790 0.63512
0.17200 3.00692
1.35790 0.63512
2.00231 0.63512
0.80711 3.02552
2.00231 0.63512
5.18396 0.63512
3.95652 3.09001
5.18396 0.63512
7.38414 0.63512
6.27160 2.86019
7.38414 0.63512
4.49715 0.63512
3.27930 3.07082
4.49715 0.63512
0.70280 0.63512
-0.43569 2.91210
0.70280 0.63512
2.13742 0.63512
1.09121 2.72754
2.13742 0.63512
-0.45678 0.63512
-1.67079 3.06314
-0.45678 0.63512
4.31885 0.63512
3.16669 2.93943
4.31885 0.63512
8.60856 0.63512
7.49487 2.86248
8.60856 0.63512
2.23386 0.63512
1.04140 3.02003
2.23386 0.63512
9.24812 0.63512
8.05726 3.01685
9.24812 0.63512
0.87011 0.63512
-0.34138 3.05810
0.87011 0.63512
1.28178 0.63512
0.08943 3.01981
1.28178 0.63512
3.15968 0.63512
2.02811 2.89826
3.15968 0.63512
6.12240 0.63512
4.96188 2.95615
6.12240 0.63512
-0.36339 0.63512
-1.60315 3.11464
-0.36339 0.63512
5.51880 0.63512
4.30778 3.05717
5.51880 0.63512
8.77831 0.63512
7.80061 2.59051
8.77831 0.63512
11.29970 0.63512
10.08164 3.07124
11.29970 0.63512
5.18574 0.63512
4.01390 2.97882
5.18574 0.63512
7.59278 0.63512
6.42104 2.97861
7.59278 0.63512
2.10373 0.63512
0.91268 3.01722
2.10373 0.63512
5.86390 0.63512
4.70889 2.94514
5.86390 0.63512
11.54925 0.63512
10.42185 2.88991
11.54925 0.63512
9.87012 0.63512
8.78240 2.81058
9.87012 0.63512
3.67071 0.63512
2.45731 3.06193
3.67071 0.63512
6.95449 0.63512
5.75391 3.03629
6.95449 0.63512
-0.30323 0.63512
-1.34309 2.71484
-0.30323 0.63512
0.97515 0.63512
-0.23392 3.05326
0.97515 0.63512
2.82517 0.63512
1.68945 2.90656
2.82517 0.63512
4.39508 0.63512
3.19393 3.03742
4.39508 0.63512
4.34032 0.63512
3.12242 3.07092
4.34032 0.63512
9.74131 0.63512
8.49303 3.13167
9.74131 0.63512
-0.44941 0.63512
-1.65316 3.04261
-0.44941 0.63512
7.37262 0.63512
6.22233 2.93570
7.37262 0.63512
4.44535 0.63512
3.40243 2.72096
4.44535 0.63512
9.05750 0.63512
7.81094 3.12823
9.05750 0.63512
-0.30044 0.63512
-1.54581 3.12586
-0.30044 0.63512
1.68534 0.63512
0.48688 3.03205
1.68534 0.63512
8.24809 0.63512
7.01564 3.10003
8.24809 0.63512
3.78679 0.63512
2.57933 3.05005
3.78679 0.63512
3.87293 0.63512
2.69951 2.98196
3.87293 0.63512
4.90577 0.63512
3.71157 3.02354
4.90577 0.63512
5.66123 0.63512
4.45608 3.04541
5.66123 0.63512
10.38998 0.63512
9.28898 2.83712
10.38998 0.63512
9.74253 0.63512
8.54566 3.02887
9.74253 0.63512
4.80766 0.63512
3.60114 3.04817
4.80766 0.63512
9.72091 0.63512
8.47189 3.13317
9.72091 0.63512
8.16187 0.63512
6.93952 3.07982
8.16187 0.63512
1.48409 0.63512
0.40141 2.80049
1.48409 0.63512
8.05933 0.63512
6.85901 3.03575
8.05933 0.63512
2.86862 0.63512
1.67516 3.02204
2.86862 0.63512
3.82107 0.63512
2.57803 3.12120
3.82107 0.63512
7.26160 0.63512
6.07372 3.01088
7.26160 0.63512
9.29395 0.63512
8.10381 3.01539
9.29395 0.63512
8.24918 0.63512
7.04114 3.05120
8.24918 0.63512
3.22420 0.63512
2.08019 2.92313
3.22420 0.63512
5.61161 0.63512
4.43829 2.98176
5.61161 0.63512
6.67904 0.63512
5.43278 3.12764
6.67904 0.63512
3.20149 0.63512
1.96025 3.11760
3.20149 0.63512
7.86135 0.63512
6.60948 3.13885
7.86135 0.63512
0.99133 0.63512
-0.20387 3.02551
0.99133 0.63512
6.18024 0.63512
4.97548 3.04464
6.18024 0.63512
10.98193 0.63512
9.83451 2.92997
10.98193 0.63512
9.84007 0.63512
8.59038 3.13450
9.84007 0.63512
5.48745 0.63512
4.24911 3.11180
5.48745 0.63512
0.17081 0.63512
-1.03281 3.04237
0.17081 0.63512
6.79838 0.63512
5.60246 3.02696
6.79838 0.63512
8.80942 0.63512
7.59793 3.05811
8.80942 0.63512
9.41492 0.63512
8.16543 3.13410
9.41492 0.63512
0.00707 0.63512
-1.15995 2.96915
0.00707 0.63512
6.69259 0.63512
5.55048 2.91935
6.69259 0.63512
6.44750 0.63512
5.27188 2.98637
6.44750 0.63512
1.50084 0.63512
0.31028 3.01622
1.50084 0.63512
4.46022 0.63512
3.27847 2.99863
4.46022 0.63512
9.83269 0.63512
8.59684 3.10682
9.83269 0.63512
4.43266 0.63512
3.26959 2.96126
4.43266 0.63512
2.70103 0.63512
1.59061 2.85596
2.70103 0.63512
5.09179 0.63512
3.90219 3.01432
5.09179 0.63512
2.18362 0.63512
1.01311 2.97616
2.18362 0.63512
9.66782 0.63512
8.45566 3.05945
9.66782 0.63512
8.00629 0.63512
6.82572 2.99627
8.00629 0.63512
5.40060 0.63512
4.15420 3.12792
5.40060 0.63512
8.81667 0.63512
7.60029 3.06787
8.81667 0.63512
10.96788 0.63512
9.89705 2.77677
10.96788 0.63512
1.20970 0.63512
0.00509 3.04434
1.20970 0.63512
6.74948 0.63512
5.53175 3.07058
6.74948 0.63512
-0.47556 0.63512
-1.68547 3.05496
-0.47556 0.63512
2.01578 0.63512
0.82832 3.01004
2.01578 0.63512
2.00734 0.63512
0.80170 3.04640
2.00734 0.63512
9.56210 0.63512
8.35106 3.05720
9.56210 0.63512
6.93916 0.63512
5.72202 3.06940
6.93916 0.63512
5.06276 0.63512
3.95536 2.84990
5.06276 0.63512
11.45598 0.63512
10.28660 2.97387
11.45598 0.63512
7.03828 0.63512
5.89861 2.91446
7.03828 0.63512
3.73843 0.63512
2.55268 3.00663
3.73843 0.63512
0.23126 0.63512
-0.99541 3.08845
0.23126 0.63512
6.34016 0.63512
5.12342 3.06860
6.34016 0.63512
3.67605 0.63512
2.44914 3.08892
3.67605 0.63512
8.46366 0.63512
7.31545 2.93155
8.46366 0.63512
2.80243 0.63512
1.63104 2.97788
2.80243 0.63512
0.82928 0.63512
-0.25719 2.80806
0.82928 0.63512
5.53475 0.63512
4.42411 2.85640
5.53475 0.63512
8.45332 0.63512
7.20136 3.13904
8.45332 0.63512
6.10514 0.63512
4.95143 2.94255
6.10514 0.63512
0.18659 0.63512
-1.01986 3.04802
0.18659 0.63512
0.74181 0.63512
-0.51108 3.14090
0.74181 0.63512
9.23373 0.63512
8.08149 2.93961
9.23373 0.63512
1.33943 0.63512
0.20722 2.89954
1.33943 0.63512
6.95410 0.63512
5.78028 2.98275
6.95410 0.63512
3.85187 0.63512
2.60432 3.13022
3.85187 0.63512
2.09731 0.63512
1.11036 2.60901
2.09731 0.63512
6.21518 0.63512
5.00422 3.05704
6.21518 0.63512
3.88135 0.63512
2.74498 2.90787
3.88135 0.63512
8.03842 0.63512
6.78566 3.14064
8.03842 0.63512
4.28215 0.63512
3.05789 3.08365
4.28215 0.63512
-0.51573 0.63512
-1.57051 2.74468
-0.51573 0.63512
2.90230 0.63512
1.78674 2.86623
2.90230 0.63512
1.39040 0.63512
0.30063 2.81467
1.39040 0.63512
8.54183 0.63512
7.37720 2.96439
8.54183 0.63512
5.28506 0.63512
4.11515 2.97496
5.28506 0.63512
7.38983 0.63512
6.24275 2.92930
7.38983 0.63512
3.77106 0.63512
2.53251 3.11222
3.77106 0.63512
-0.23092 0.63512
-1.47899 3.13126
-0.23092 0.63512
1.87398 0.63512
0.63263 3.11783
1.87398 0.63512
0.13712 0.63512
-1.04489 2.99914
0.13712 0.63512
8.29409 0.63512
7.08971 3.04388
8.29409 0.63512
5.70098 0.63512
4.52175 2.99356
5.70098 0.63512
3.77859 0.63512
2.54852 3.09526
3.77859 0.63512
0.13502 0.63512
-1.02408 2.95333
0.13502 0.63512
6.90445 0.63512
5.66370 3.11661
6.90445 0.63512
4.20976 0.63512
3.05128 2.95209
4.20976 0.63512
4.62428 0.63512
3.44197 2.99974
4.62428 0.63512
11.69898 0.63512
10.49148 3.05013
11.69898 0.63512
3.89796 0.63512
2.65732 3.11641
3.89796 0.63512
1.04455 0.63512
-0.10904 2.94230
1.04455 0.63512
5.93989 0.63512
4.72735 3.06019
5.93989 0.63512
2.31424 0.63512
1.09425 3.07509
2.31424 0.63512
1.14671 0.63512
0.05846 2.81162
1.14671 0.63512
2.53593 0.63512
1.29197 3.12305
2.53593 0.63512
1.14632 0.63512
0.07901 2.76974
1.14632 0.63512
9.27007 0.63512
8.01730 3.14067
9.27007 0.63512
2.26891 0.63512
1.02242 3.12811
2.26891 0.63512
5.21272 0.63512
4.00294 3.05467
5.21272 0.63512
1.74881 0.63512
0.59631 2.94012
1.74881 0.63512
4.77171 0.63512
3.63264 2.91327
4.77171 0.63512
5.05425 0.63512
3.87137 3.00088
5.05425 0.63512
2.54918 0.63512
1.29734 3.13881
2.54918 0.63512
5.40556 0.63512
4.27694 2.89236
5.40556 0.63512
4.74351 0.63512
3.61323 2.89566
4.74351 0.63512
-0.03184 0.63512
-1.25017 3.07178
-0.03184 0.63512
5.29489 0.63512
4.11076 3.00338
5.29489 0.63512
2.37840 0.63512
1.14625 3.09941
2.37840 0.63512
1.46193 0.63512
0.38558 2.78782
1.46193 0.63512
2.04053 0.63512
0.91864 2.87890
2.04053 0.63512
5.24947 0.63512
4.09133 2.95141
5.24947 0.63512
3.72344 0.63512
2.48680 3.10840
3.72344 0.63512
2.30447 0.63512
1.17033 2.90341
2.30447 0.63512
5.64731 0.63512
4.42515 3.07944
5.64731 0.63512
6.95112 0.63512
5.74441 3.04854
6.95112 0.63512
4.05741 0.63512
2.87599 2.99796
4.05741 0.63512
1.48625 0.63512
0.23887 3.12988
1.48625 0.63512
3.69083 0.63512
2.44760 3.12158
3.69083 0.63512
11.07524 0.63512
9.90904 2.96753
11.07524 0.63512
5.00493 0.63512
3.84666 2.95166
5.00493 0.63512
2.00463 0.63512
0.87839 2.88761
2.00463 0.63512
6.17227 0.63512
5.00595 2.96775
6.17227 0.63512
10.88231 0.63512
9.70839 2.98296
10.88231 0.63512
9.30732 0.63512
8.10296 3.04383
9.30732 0.63512
7.89746 0.63512
6.68391 3.06223
7.89746 0.63512
4.79592 0.63512
3.61286 3.00124
4.79592 0.63512
9.86484 0.63512
8.62725 3.11030
9.86484 0.63512
11.46008 0.63512
10.23624 3.08281
11.46008 0.63512
11.31811 0.63512
10.09998 3.07139
11.31811 0.63512
10.31865 0.63512
9.13090 3.01062
10.31865 0.63512
4.23094 0.63512
3.06194 2.97312
4.23094 0.63512
5.07252 0.63512
3.82779 3.12457
5.07252 0.63512
1.95152 0.63512
0.72617 3.08581
1.95152 0.63512
6.01488 0.63512
4.88101 2.90286
6.01488 0.63512
6.84567 0.63512
5.69400 2.93845
6.84567 0.63512
1.43730 0.63512
0.28252 2.94469
1.43730 0.63512
4.54795 0.63512
3.32948 3.07207
4.54795 0.63512
5.16686 0.63512
3.97075 3.02734
5.16686 0.63512
9.11831 0.63512
8.00943 2.85287
9.11831 0.63512
8.76101 0.63512
7.57542 3.00631
8.76101 0.63512
7.16556 0.63512
5.94712 3.07200
7.16556 0.63512
6.95859 0.63512
5.71170 3.12891
6.95859 0.63512
1.97406 0.63512
0.79456 2.99413
1.97406 0.63512
1.63327 0.63512
0.48694 2.92778
1.63327 0.63512
11.17908 0.63512
9.96895 3.05539
11.17908 0.63512
2.01882 0.63512
0.88901 2.89474
2.01882 0.63512
7.05098 0.63512
5.88122 2.97465
7.05098 0.63512
8.61002 0.63512
7.50547 2.84422
8.61002 0.63512
4.57818 0.63512
3.34189 3.10770
4.57818 0.63512
10.55254 0.63512
9.42369 2.89282
10.55254 0.63512
4.87603 0.63512
3.62562 3.13594
4.87603 0.63512
1.26819 0.63512
0.02247 3.12656
1.26819 0.63512
2.31237 0.63512
1.07078 3.11829
2.31237 0.63512
5.13955 0.63512
3.92765 3.05891
5.13955 0.63512
1.49308 0.63512
0.33908 2.94311
1.49308 0.63512
-0.52472 0.63512
-1.73644 3.05857
-0.52472 0.63512
8.53345 0.63512
7.32875 3.04452
8.53345 0.63512
6.42791 0.63512
5.31597 2.85901
6.42791 0.63512
1.48918 0.63512
0.29763 3.01823
1.48918 0.63512
7.62710 0.63512
6.57963 2.73007
7.62710 0.63512
4.07707 0.63512
2.84039 3.10849
4.07707 0.63512
5.96641 0.63512
4.77849 3.01098
5.96641 0.63512
3.11254 0.63512
1.90262 3.05496
3.11254 0.63512
11.69212 0.63512
10.49322 3.03292
11.69212 0.63512
0.73192 0.63512
-0.40223 2.90341
0.73192 0.63512
6.63020 0.63512
5.45602 2.98349
6.63020 0.63512
5.19103 0.63512
3.97546 3.06626
5.19103 0.63512
4.48252 0.63512
3.35129 2.89758
4.48252 0.63512
7.00999 0.63512
5.85188 2.95135
7.00999 0.63512
6.99808 0.63512
5.78193 3.06742
6.99808 0.63512
7.29216 0.63512
6.14432 2.93080
7.29216 0.63512
9.17673 0.63512
7.94095 3.10668
9.17673 0.63512
3.93745 0.63512
2.77290 2.96423
3.93745 0.63512
8.28995 0.63512
7.18872 2.83758
8.28995 0.63512
8.43005 0.63512
7.25846 2.97830
8.43005 0.63512
-0.22677 0.63512
-1.35268 2.88694
-0.22677 0.63512
1.88960 0.63512
0.68682 3.04067
1.88960 0.63512
4.65862 0.63512
3.46227 3.02782
4.65862 0.63512
6.47261 0.63512
5.26798 3.04439
6.47261 0.63512
3.87864 0.63512
2.63900 3.11441
3.87864 0.63512
8.97330 0.63512
7.73429 3.11315
8.97330 0.63512
6.11338 0.63512
4.90452 3.05285
6.11338 0.63512
10.43915 0.63512
9.20878 3.09585
10.43915 0.63512
6.79099 0.63512
5.63946 2.93818
6.79099 0.63512
6.74339 0.63512
5.49234 3.13721
6.74339 0.63512
-0.27071 0.63512
-1.47702 3.04774
-0.27071 0.63512
4.60728 0.63512
3.40937 3.03095
4.60728 0.63512
0.82479 0.63512
-0.39531 3.07531
0.82479 0.63512
4.34566 0.63512
3.14030 3.04584
4.34566 0.63512
5.06401 0.63512
3.84732 3.06850
5.06401 0.63512
5.68977 0.63512
4.54307 2.92852
5.68977 0.63512
2.26148 0.63512
1.17281 2.81245
2.26148 0.63512
1.02675 0.63512
-0.19825 3.08511
1.02675 0.63512
0.13851 0.63512
-1.07751 3.06716
0.13851 0.63512
9.34675 0.63512
8.15965 3.00933
9.34675 0.63512
1.45913 0.63512
0.30322 2.94693
1.45913 0.63512
-0.24866 0.63512
-1.38657 2.91094
-0.24866 0.63512
1.47249 0.63512
0.35018 2.87973
1.47249 0.63512
9.86152 0.63512
8.72585 2.90647
9.86152 0.63512
5.79526 0.63512
4.59935 3.02695
5.79526 0.63512
5.27714 0.63512
4.31741 2.55459
5.27714 0.63512
0.33343 0.63512
-0.83707 2.97613
0.33343 0.63512
2.25415 0.63512
1.01112 3.12119
2.25415 0.63512
3.18316 0.63512
2.02593 2.94957
3.18316 0.63512
4.20908 0.63512
3.03949 2.97431
4.20908 0.63512
3.34549 0.63512
2.16189 3.00233
3.34549 0.63512
3.79558 0.63512
2.60412 3.01804
3.79558 0.63512
5.48366 0.63512
4.39075 2.82094
5.48366 0.63512
9.20922 0.63512
7.96535 3.12285
9.20922 0.63512
7.97290 0.63512
6.82150 2.93792
7.97290 0.63512
11.71178 0.63512
10.50676 3.04516
11.71178 0.63512
7.11583 0.63512
5.91042 3.04594
7.11583 0.63512
3.75743 0.63512
2.59809 2.95381
3.75743 0.63512
2.41753 0.63512
1.37847 2.71324
2.41753 0.63512
5.48688 0.63512
4.30079 3.00729
5.48688 0.63512
0.30684 0.63512
-0.93152 3.11184
0.30684 0.63512
5.65174 0.63512
4.41785 3.10291
5.65174 0.63512
8.00293 0.63512
6.88061 2.87976
8.00293 0.63512
1.46659 0.63512
0.27242 3.02347
1.46659 0.63512
10.24494 0.63512
9.03057 3.06387
10.24494 0.63512
5.20967 0.63512
3.98346 3.08753
5.20967 0.63512
2.39227 0.63512
1.16666 3.08634
2.39227 0.63512
-0.38253 0.63512
-1.62718 3.12442
-0.38253 0.63512
3.57204 0.63512
2.37500 3.02920
3.57204 0.63512
6.28452 0.63512
5.20537 2.79343
6.28452 0.63512
2.30697 0.63512
1.06062 3.12782
2.30697 0.63512
5.03850 0.63512
3.86721 2.97770
5.03850 0.63512
2.11119 0.63512
0.98551 2.88650
2.11119 0.63512
4.85847 0.63512
3.61160 3.12886
4.85847 0.63512
5.51365 0.63512
4.30384 3.05475
5.51365 0.63512
11.39710 0.63512
10.20994 3.00945
11.39710 0.63512
2.76206 0.63512
1.51538 3.12848
2.76206 0.63512
2.60330 0.63512
1.37169 3.09834
2.60330 0.63512
5.92914 0.63512
4.82207 2.84927
5.92914 0.63512
1.97125 0.63512
0.81668 2.94426
1.97125 0.63512
4.17362 0.63512
2.96423 3.05389
4.17362 0.63512
6.45918 0.63512
5.29260 2.96828
6.45918 0.63512
0.23060 0.63512
-0.98737 3.07105
0.23060 0.63512
8.30464 0.63512
7.11566 3.01309
8.30464 0.63512
1.34044 0.63512
0.08868 3.13865
